"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","MEASDAY","MEASMON","MEASYEAR","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"232522124010854","22334807010478",2003,1,47,32,14,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522107010854","22334733010478",2003,1,47,61,2,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522106010854","22335051010478",2003,1,53,82,23,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522103010854","22343234010478",2003,1,55,5,2,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522120010854","22343385010478",2003,1,59,36,23,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522119010854","22343342010478",2003,1,59,43,24,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522133010854","22343571010478",2003,1,65,6,30,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522093010854","22343702010478",2003,1,67,18,16,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522102010854","22343829010478",2003,1,71,5,10,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522114010854","22344029010478",2003,1,73,15,26,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522131010854","22343975010478",2003,1,73,20,23,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522121010854","22344036010478",2003,1,75,32,9,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522126010854","22344303010478",2003,1,81,13,19,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522125010854","22344682010478",2003,1,89,11,8,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522135010854","22344800010478",2003,1,91,13,8,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522115010854","22344733010478",2003,1,91,53,9,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522134010854","22345046010478",2003,1,97,68,23,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522118010854","22345107010478",2003,1,97,129,16,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522123010854","22345222010478",2003,1,99,43,17,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522108010854","22345400010478",2003,1,103,54,9,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522110010854","22345475010478",2003,1,105,30,7,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522138010854","22347989010478",2003,1,107,67,8,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522100010854","22348078010478",2003,1,109,20,23,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522098010854","22348122010478",2003,1,111,34,9,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522092010854","22348180010478",2003,1,113,23,24,6,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522104010854","22348589010478",2003,1,121,18,16,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522127010854","22348682010478",2003,1,123,47,10,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522099010854","22348640010478",2003,1,123,62,15,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"232522116010854","22348816010478",2003,1,125,59,2,7,2003,"",2010-07-01,"10854","",2014-11-06,"489998"
"222038140010854","22349554010478",2004,1,3,31,9,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038139010854","22349469010478",2004,1,3,130,16,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038141010854","22349727010478",2004,1,5,28,23,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038142010854","22349807010478",2004,1,7,9,24,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038143010854","22349881010478",2004,1,9,31,16,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038144010854","22350290010478",2004,1,19,17,28,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038145010854","22330388010478",2004,1,21,21,2,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038146010854","22330472010478",2004,1,21,56,2,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038147010854","22330684010478",2004,1,25,12,23,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038149010854","22330755010478",2004,1,25,41,22,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038148010854","22330750010478",2004,1,25,61,22,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038151010854","22330823010478",2004,1,27,11,8,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038150010854","22330789010478",2004,1,27,44,7,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038152010854","22331054010478",2004,1,33,45,24,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038154010854","22331174010478",2004,1,35,38,17,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038153010854","22331169010478",2004,1,35,66,14,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038155010854","22331408010478",2004,1,39,30,22,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038156010854","22331454010478",2004,1,41,19,21,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038158010854","22331741010478",2004,1,47,7,7,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038157010854","22331729010478",2004,1,47,31,7,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038159010854","22331922010478",2004,1,51,15,8,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038160010854","22332066010478",2004,1,53,16,14,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038161010854","22332090010478",2004,1,55,37,29,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038162010854","22332177010478",2004,1,57,11,1,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038163010854","22332458010478",2004,1,65,12,6,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038164010854","22332593010478",2004,1,67,31,15,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038165010854","22345642010478",2004,1,71,94,23,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038167010854","22345783010478",2004,1,73,70,28,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038166010854","22345699010478",2004,1,73,75,15,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038168010854","22345878010478",2004,1,75,3,3,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038169010854","22345985010478",2004,1,77,5,21,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038170010854","22346354010478",2004,1,87,5,16,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038171010854","22346415010478",2004,1,87,42,29,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038172010854","22346646010478",2004,1,91,42,21,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038173010854","22346727010478",2004,1,93,11,29,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038174010854","22346958010478",2004,1,97,58,9,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038175010854","22347287010478",2004,1,101,37,8,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038176010854","22347373010478",2004,1,103,30,22,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038177010854","22347585010478",2004,1,107,49,1,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038178010854","22347664010478",2004,1,109,46,14,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038179010854","22347742010478",2004,1,111,8,9,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038180010854","22347825010478",2004,1,113,32,30,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038181010854","22347908010478",2004,1,115,9,17,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038182010854","22342244010478",2004,1,117,14,30,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038183010854","22342306010478",2004,1,119,51,23,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038184010854","22342564010478",2004,1,123,4,10,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038185010854","22342730010478",2004,1,125,58,2,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038186010854","22342856010478",2004,1,127,15,1,7,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038187010854","22343002010478",2004,1,129,71,17,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038188010854","22343126010478",2004,1,131,72,21,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038189010854","22343224010478",2004,1,133,9,17,6,2004,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038547010854","29098671010478",2005,1,1,57,15,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038548010854","29098735010478",2005,1,11,56,27,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038549010854","29098880010478",2005,1,11,63,22,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038551010854","29099103010478",2005,1,13,68,16,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038550010854","29098998010478",2005,1,13,73,16,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038553010854","29099335010478",2005,1,17,59,16,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038552010854","29099212010478",2005,1,17,60,16,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038554010854","29099388010478",2005,1,21,68,14,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038555010854","29099480010478",2005,1,23,99,10,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038556010854","29099640010478",2005,1,25,131,15,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038558010854","29099802010478",2005,1,29,48,15,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038557010854","29099733010478",2005,1,29,57,14,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038559010854","29099925010478",2005,1,33,64,20,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038560010854","29100037010478",2005,1,35,80,15,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038561010854","29100129010478",2005,1,37,62,20,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038562010854","29100376010478",2005,1,37,69,10,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038563010854","29100511010478",2005,1,39,93,16,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038564010854","29100598010478",2005,1,43,68,15,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038565010854","29100691010478",2005,1,45,57,8,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038566010854","29100762010478",2005,1,49,76,21,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038568010854","29101095010478",2005,1,49,77,21,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038567010854","29100885010478",2005,1,49,79,21,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038569010854","29101153010478",2005,1,51,57,7,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038570010854","29101255010478",2005,1,53,90,15,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038571010854","29101302010478",2005,1,61,51,8,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038572010854","29101430010478",2005,1,63,64,9,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038573010854","29101511010478",2005,1,63,70,8,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038574010854","29101659010478",2005,1,69,63,9,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038575010854","29101765010478",2005,1,75,57,17,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038576010854","29101905010478",2005,1,77,69,22,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038577010854","29102020010478",2005,1,79,67,17,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038578010854","29102156010478",2005,1,91,94,16,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038579010854","29102234010478",2005,1,93,64,16,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038580010854","29102273010478",2005,1,99,112,13,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038581010854","29102653010478",2005,1,101,85,8,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038582010854","29102734010478",2005,1,103,60,21,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038583010854","29102827010478",2005,1,107,87,17,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038584010854","29102947010478",2005,1,109,65,13,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038585010854","29103065010478",2005,1,113,65,20,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038586010854","29103193010478",2005,1,117,61,20,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038587010854","29103267010478",2005,1,123,76,9,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038589010854","29103621010478",2005,1,125,142,20,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038588010854","29103520010478",2005,1,125,143,21,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038590010854","29103705010478",2005,1,127,80,14,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038591010854","29103814010478",2005,1,127,84,14,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038593010854","29104172010478",2005,1,129,98,14,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038592010854","29103951010478",2005,1,129,100,15,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038594010854","29104287010478",2005,1,129,110,14,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"222038595010854","29104341010478",2005,1,131,81,17,6,2005,"",2010-03-17,"10854","",2014-11-06,"489998"
"44899694010497","21941936010497",2006,2,122,13317,31,7,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899693010497","48528738010760",2008,2,122,16991,12,8,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899696010497","48528772010760",2008,2,122,20779,2,8,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899700010497","48528702010760",2008,2,130,61752,19,6,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899708010497","48528522010760",2008,2,201,52427,14,6,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899704010497","48528692010760",2008,2,201,63074,3,6,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899718010497","48528652010760",2008,2,232,5817,25,6,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899719010497","48528704010760",2008,2,232,30223,2,7,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899723010497","48528595010760",2008,2,280,9478,21,6,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899727010497","48528557010760",2008,2,280,58185,22,6,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899729010497","48528665010760",2008,2,282,43356,11,7,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899690010497","36216885010760",2009,2,110,36262,16,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899698010497","36216131010760",2009,2,122,25395,11,8,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899692010497","36216608010760",2009,2,122,46690,10,8,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899712010497","36229566010760",2009,2,201,5109,20,6,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899707010497","36222791010760",2009,2,201,49648,24,6,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899706010497","36225873010760",2009,2,201,62283,12,6,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899714010497","36226075010760",2009,2,220,36306,13,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899716010497","36220486010760",2009,2,232,22347,8,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899721010497","36227667010760",2009,2,261,61040,30,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899720010497","36215742010760",2009,2,261,64384,29,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899726010497","36216527010760",2009,2,280,36402,7,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899724010497","36216680010760",2009,2,280,40219,3,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899728010497","36221297010760",2009,2,282,38523,24,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"15614820010497","36219224010760",2010,2,122,34181,14,8,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15617524010497","36216124010760",2010,2,122,49485,13,8,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15647616010497","36220796010760",2010,2,122,58257,20,8,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15614554010497","36217671010760",2010,2,122,59452,8,8,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"44899702010497","36224397010760",2010,2,150,15141,5,8,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899703010497","36229667010760",2010,2,150,47990,9,8,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"15615426010497","36217003010760",2010,2,201,9881,16,6,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15615665010497","36218177010760",2010,2,201,51990,19,6,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15616196010497","36219515010760",2010,2,232,20760,11,7,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15615915010497","36217788010760",2010,2,232,62959,15,7,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15616673010497","36217315010760",2010,2,261,19791,26,8,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15616498010497","36228082010760",2010,2,261,25391,25,8,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15617233010497","36217916010760",2010,2,280,60052,9,7,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"15624098010497","36227007010760",2011,2,122,50138,17,8,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"44899691010497","36216866010760",9999,2,110,26574,17,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899699010497","48528741010760",9999,2,122,17047,9,8,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899695010497","48528531010760",9999,2,122,28900,1,8,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899697010497","48528597010760",9999,2,122,48334,8,8,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"15619291010497","36216461010760",9999,2,130,20464,28,6,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"44899701010497","36220616010760",9999,2,150,15779,4,8,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899710010497","36215807010760",9999,2,201,1031,17,6,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899713010497","36216513010760",9999,2,201,36624,22,6,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"15619568010497","36224958010760",9999,2,201,43531,10,6,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"44899709010497","36215708010760",9999,2,201,49585,17,6,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899715010497","48528618010760",9999,2,220,22865,30,6,2008,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899722010497","36215780010760",9999,2,280,15625,30,6,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"44899725010497","36216432010760",9999,2,280,26626,4,7,2009,"",2010-07-26,"10497","",2015-06-25,"489998"
"15619816010497","63491241010760",9999,2,280,65119,20,6,2010,"",2012-02-22,"20004","",2015-06-25,"489998"
"5299860010690","31611864010690",2001,4,19,84608,31,10,2001,"",2011-08-25,"10690","",2014-06-30,"489998"
"5244073010690","2235723010690",2001,4,19,89792,5,11,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5244507010690","2236219010690",2001,4,21,90533,17,4,2001,"",2011-08-25,"10690","",2014-06-30,"489998"
"5300220010690","31612008010690",2001,4,23,91604,27,4,2001,"",2011-08-25,"10690","",2014-06-30,"489998"
"5244847010690","2236899010690",2001,4,25,83733,3,8,2001,"",2011-08-25,"10690","",2014-06-30,"489998"
"42393393010690","2237099010690",2001,4,25,86404,29,10,2001,"",2011-08-25,"10690","",2014-06-30,"489998"
"5245183010690","2237409010690",2001,4,25,91353,23,4,2001,"",2011-08-25,"10690","",2014-06-30,"489998"
"5245856010690","2238593010690",2002,4,1,83193,15,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5245991010690","2238762010690",2002,4,1,84226,30,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5246103010690","2238888010690",2002,4,1,85036,20,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5293886010690","31609528010690",2002,4,1,89030,25,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5293987010690","31609546010690",2002,4,1,89307,26,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5294044010690","31609593010690",2002,4,1,90173,19,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"12106009010690","2239641010690",2002,4,1,91187,5,9,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"5246523010690","2239789010690",2002,4,3,81393,29,10,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5294336010690","31609693010690",2002,4,3,81969,26,4,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5294498010690","31609761010690",2002,4,3,87641,1,5,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5246929010690","2240567010690",2002,4,3,91124,22,10,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5294963010690","31609993010690",2002,4,5,81297,31,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"42393404010690","31610015010690",2002,4,5,82084,22,11,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5295096010690","31610026010690",2002,4,5,82146,30,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5295184010690","31610066010690",2002,4,5,82457,1,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5295579010690","31610199010690",2002,4,5,84274,18,6,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5247472010690","2242233010690",2002,4,5,84287,30,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5247535010690","2242267010690",2002,4,5,84303,1,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5295741010690","31610308010690",2002,4,5,84622,17,6,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5247689010690","2242483010690",2002,4,5,85004,24,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5248162010690","2243517010690",2002,4,5,89500,9,5,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5248382010690","2243984010690",2002,4,5,91412,13,5,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5248759010690","2244955010690",2002,4,7,90125,29,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5248854010690","2245074010690",2002,4,7,91013,23,10,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"12108252010690","2245117010690",2002,4,7,91320,27,9,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"5249031010690","2245304010690",2002,4,9,83278,24,10,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"42393382010690","31610866010690",2002,4,9,87353,6,11,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5249224010690","2245624010690",2002,4,9,88474,7,11,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5249355010690","2245889010690",2002,4,9,91549,25,10,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5297342010690","31610888010690",2002,4,11,81078,24,10,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5297488010690","31610970010690",2002,4,11,87126,29,7,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5298259010690","31611214010690",2002,4,15,91193,12,6,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5298329010690","31611260010690",2002,4,15,91403,11,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5298491010690","31611352010690",2002,4,15,91572,17,9,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5251293010690","2248752010690",2002,4,17,80042,16,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5251495010690","2249066010690",2002,4,17,82512,21,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"42393391010690","31611449010690",2002,4,17,83008,22,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5299236010690","31611647010690",2002,4,17,85201,20,6,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"5299340010690","31611674010690",2002,4,17,85838,28,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"11657525010690","2250033010690",2002,4,17,90004,27,8,2007,"",2011-08-25,"10690","",2014-06-30,"489998"
"5251966010690","2250063010690",2002,4,17,90599,14,8,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
"42393380010690","31611824010690",2002,4,19,83376,29,4,2002,"",2011-08-25,"10690","",2014-06-30,"489998"
